City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
61,Russell,US,2023-01-31 02:45:37,32.3502,-85.1999,58.91,94,100,0.0
62,Sola,VU,2023-01-31 02:45:37,-13.8833,167.55,79.92,75,100,5.66
63,Nsawam,GH,2023-01-31 02:45:38,5.8089,-0.3503,80.65,78,92,4.05
64,Tuktoyaktuk,CA,2023-01-31 02:45:38,69.4541,-133.0374,-32.8,68,0,0.0
65,Phatthalung,TH,2023-01-31 02:45:39,7.5,100.0833,80.22,76,100,13.27
66,Zhigansk,RU,2023-01-31 02:45:39,66.7697,123.3711,-42.75,96,69,7.54
67,Atuona,PF,2023-01-31 02:45:40,-9.8,-139.0333,79.47,80,42,21.0
68,Namatanai,PG,2023-01-31 02:44:24,-3.6667,152.4333,85.01,68,84,5.77
69,Husavik,IS,2023-01-31 02:45:40,66.0449,-17.3389,26.89,89,100,28.03
70,Smoljan,ME,2023-01-31 02:45:40,43.0924,19.2286,22.42,95,100,4.23
71,High Level,CA,2023-01-31 02:45:40,58.5169,-117.136,8.71,85,100,9.22
72,Balkhash,KZ,2023-01-31 02:45:41,46.844,74.9804,9.21,72,0,11.18
73,Vidim,RU,2023-01-31 02:45:41,56.4088,103.1106,2.1,98,100,6.02
74,Saint-Philippe,RE,2023-01-31 02:45:41,-21.3585,55.7679,78.39,85,45,6.33
75,Kavaratti,IN,2023-01-31 02:45:42,10.5669,72.642,80.24,71,100,16.6
76,Busselton,AU,2023-01-31 02:45:42,-33.65,115.3333,79.07,44,100,12.35
77,Zyryanka,RU,2023-01-31 02:45:42,65.75,150.85,-7.35,96,100,8.1
78,Kaitangata,NZ,2023-01-31 02:45:42,-46.2817,169.8464,71.74,64,7,12.95
79,Parnamirim,BR,2023-01-31 02:45:43,-5.9156,-35.2628,79.14,78,40,14.97
80,Cape Town,ZA,2023-01-31 02:45:43,-33.9258,18.4232,69.39,63,0,14.97
81,Kruisfontein,ZA,2023-01-31 02:45:43,-34.0033,24.7314,64.85,91,100,9.64
82,Dikson,RU,2023-01-31 02:45:44,73.5069,80.5464,-10.53,89,100,4.79
83,Isangel,VU,2023-01-31 02:45:44,-19.55,169.2667,82.71,73,100,2.26
84,Kijang,KR,2023-01-31 02:45:45,35.2442,129.2139,40.73,27,26,8.81
85,Conde,BR,2023-01-31 02:45:45,-7.2597,-34.9075,80.06,74,20,8.05
86,Flinders,AU,2023-01-31 02:45:45,-34.5833,150.8552,80.19,66,89,4.0
87,Ahuimanu,US,2023-01-31 02:45:46,21.4447,-157.8378,78.51,81,20,11.5
88,Byron Bay,AU,2023-01-31 02:45:46,-28.65,153.6167,88.95,64,97,10.6
89,Qaanaaq,GL,2023-01-31 02:45:46,77.484,-69.3632,-4.76,45,14,9.26
90,Qom,IR,2023-01-31 02:45:47,34.6401,50.8764,43.27,90,100,7.61
91,Aswan,EG,2023-01-31 02:45:47,24.0934,32.907,60.1,33,0,9.22
92,Hobart,AU,2023-01-31 02:45:16,-42.8794,147.3294,77.27,56,20,13.8
93,Taltal,CL,2023-01-31 02:45:47,-25.4,-70.4833,66.13,79,99,2.46
94,Wanning,CN,2023-01-31 02:45:48,18.8003,110.3967,67.98,79,100,5.77
95,Marsh Harbour,BS,2023-01-31 02:45:48,26.5412,-77.0636,75.13,79,4,8.72
96,Georgetown,MY,2023-01-31 02:45:48,5.4112,100.3354,84.13,73,20,5.75
97,Ponta Do Sol,PT,2023-01-31 02:45:48,32.6667,-17.1,59.63,74,35,7.58
98,Mar Del Plata,AR,2023-01-31 02:41:14,-38.0023,-57.5575,71.87,95,0,8.99
99,Ust-Tsilma,RU,2023-01-31 02:45:50,65.441,52.1498,14.43,91,100,11.48
100,Zhanaozen,KZ,2023-01-31 02:45:50,43.3,52.8,27.54,55,32,8.86
101,Truth Or Consequences,US,2023-01-31 02:45:50,33.1284,-107.2528,53.83,13,0,6.91
102,Saskylakh,RU,2023-01-31 02:45:39,71.9167,114.0833,-48.69,100,63,1.36
103,Mitu,CO,2023-01-31 02:45:51,1.1983,-70.1733,73.15,84,80,2.68
104,Presidencia Roque Saenz Pena,AR,2023-01-31 02:45:51,-26.7852,-60.4388,73.47,87,12,3.0
105,Torbay,CA,2023-01-31 02:43:22,47.6666,-52.7314,36.27,95,100,11.5
106,Manggar,ID,2023-01-31 02:45:51,-2.8833,108.2667,80.06,84,100,11.74
107,Castro,BR,2023-01-31 02:45:52,-24.7911,-50.0119,61.77,98,95,2.64
108,Tessalit,ML,2023-01-31 02:45:52,20.1986,1.0114,52.9,15,23,10.11
109,Hilo,US,2023-01-31 02:45:53,19.7297,-155.09,73.13,86,100,4.61
110,Luderitz,NA,2023-01-31 02:45:53,-26.6481,15.1594,59.07,95,2,6.06
111,Arraial Do Cabo,BR,2023-01-31 02:45:53,-22.9661,-42.0278,76.42,86,95,27.49
112,Nyrob,RU,2023-01-31 02:45:55,60.733,56.7202,14.41,94,100,9.69
113,Karratha,AU,2023-01-31 02:45:55,-20.7377,116.8463,95.36,39,34,3.15
114,Vadso,NO,2023-01-31 02:45:55,70.0744,29.7487,28.56,80,100,11.5
115,Komsomolskiy,UZ,2023-01-31 02:45:56,40.4272,71.7189,27.32,80,85,4.61
116,Bongor,TD,2023-01-31 02:45:56,10.2806,15.3722,74.57,22,0,6.02
117,Saldanha,ZA,2023-01-31 02:45:56,-33.0117,17.9442,60.85,76,0,4.45
118,Chuy,UY,2023-01-31 02:45:56,-33.6971,-53.4616,69.08,92,0,2.26
119,Gamba,GA,2023-01-31 02:45:57,-2.65,10.0,72.43,89,100,3.87
120,Karla,EE,2023-01-31 02:45:57,59.3723,24.9275,34.99,72,100,17.27
121,Labuan,MY,2023-01-31 02:45:57,5.2767,115.2417,84.56,79,20,6.91
122,Buchanan,LR,2023-01-31 02:45:58,5.8808,-10.0467,77.56,89,37,1.12
123,Pozo Colorado,PY,2023-01-31 02:45:58,-23.4923,-58.7972,74.66,95,100,6.78
124,Chastyye,RU,2023-01-31 02:45:58,57.2888,54.9728,22.41,93,100,12.73
125,Flagstaff,US,2023-01-31 02:44:08,35.1981,-111.6513,33.46,87,100,8.05
126,Petukhovo,RU,2023-01-31 02:45:59,55.0692,67.9019,2.35,93,75,7.36
127,Gonaives,HT,2023-01-31 02:46:00,19.45,-72.6833,74.73,77,15,12.08
128,Bathsheba,BB,2023-01-31 02:46:00,13.2167,-59.5167,72.21,83,20,6.91
129,Rio Bonito,BR,2023-01-31 02:46:00,-22.7086,-42.6097,72.63,96,100,3.58
130,Riyadh,SA,2023-01-31 02:46:01,24.6877,46.7219,53.74,39,9,7.16
131,Contamana,PE,2023-01-31 02:46:01,-7.3333,-75.0167,79.43,63,100,2.21
132,Warrington,GB,2023-01-31 02:44:35,53.3925,-2.5802,49.6,84,100,12.66
133,Ransang,PH,2023-01-31 02:46:01,8.9603,117.5828,75.67,97,100,3.51
134,Bethel,US,2023-01-31 02:46:02,41.3712,-73.414,44.69,79,75,3.44
135,Dingle,PH,2023-01-31 02:41:36,10.9995,122.6711,81.0,80,98,16.98
136,Bambous Virieux,MU,2023-01-31 02:46:03,-20.3428,57.7575,78.22,88,40,3.44
137,Ushibuka,JP,2023-01-31 02:46:03,32.1906,130.0228,48.76,55,5,4.16
138,Beringovskiy,RU,2023-01-31 02:46:05,63.05,179.3167,19.45,94,27,8.75
139,Codrington,AU,2023-01-31 02:46:06,-38.2667,141.9667,68.23,51,45,10.6
140,Taoudenni,ML,2023-01-31 02:46:07,22.6783,-3.9836,55.51,22,49,11.54
141,Cockburn Town,TC,2023-01-31 02:44:53,21.4612,-71.1419,78.08,75,37,20.09
142,Fereydun Kenar,IR,2023-01-31 02:46:08,36.6864,52.5225,47.88,77,99,5.37
143,Mildura,AU,2023-01-31 02:46:09,-34.2,142.15,82.08,40,0,10.63
144,Stromness,GB,2023-01-31 02:46:10,58.965,-3.296,45.88,81,55,20.0
145,Dhidhdhoo,MV,2023-01-31 02:46:13,6.8833,73.1,80.24,76,100,11.39
146,Severo-Kurilsk,RU,2023-01-31 02:46:13,50.6789,156.125,25.16,54,96,21.41
147,Camopi,GF,2023-01-31 02:46:14,3.1655,-52.3158,71.53,99,100,1.57
148,Sicamous,CA,2023-01-31 02:45:37,50.8331,-118.9856,20.37,94,100,1.63
149,Ormara,PK,2023-01-31 02:46:15,25.2088,64.6357,67.06,43,0,8.81
150,Iskateley,RU,2023-01-31 02:46:18,67.6803,53.1512,15.8,91,100,14.88
151,Acapulco,MX,2023-01-31 02:44:42,16.8634,-99.8901,76.77,78,0,7.87
152,Meulaboh,ID,2023-01-31 02:46:19,4.1363,96.1285,81.82,76,95,1.01
153,Upernavik,GL,2023-01-31 02:46:19,72.7868,-56.1549,3.27,76,100,7.67
154,Pisco,PE,2023-01-31 02:46:20,-13.7,-76.2167,71.65,88,0,12.66
155,Ginda,IN,2023-01-31 02:46:20,30.6945,78.4932,38.55,60,0,8.9
156,Vestmannaeyjar,IS,2023-01-31 02:46:22,63.4427,-20.2734,41.34,91,96,18.14
157,Black River,JM,2023-01-31 02:46:23,18.0264,-77.8487,73.67,86,35,3.22
158,Nyaunglebin,MM,2023-01-31 02:46:24,17.95,96.7333,82.0,40,3,1.63
159,Monrovia,LR,2023-01-31 02:44:14,6.3005,-10.7969,77.74,87,73,1.63
160,Barrow,US,2023-01-31 02:46:27,71.2906,-156.7887,-9.38,77,0,19.57
161,Huanan,CN,2023-01-31 02:46:28,46.2167,130.5167,3.47,91,100,2.77
162,Eyemouth,GB,2023-01-31 02:46:29,55.8713,-2.0901,46.24,79,100,28.01
163,Bonga,ET,2023-01-31 02:46:30,7.2833,36.2333,59.49,84,81,1.97
164,Kumta,IN,2023-01-31 02:46:30,14.4167,74.4,77.04,67,13,4.25
165,Lagoa,PT,2023-01-31 02:46:32,39.05,-27.9833,57.34,72,100,13.29
166,Wonthaggi,AU,2023-01-31 02:46:34,-38.6044,145.5913,65.82,60,69,9.53
167,Kazanka,UA,2023-01-31 02:46:35,47.8462,32.8218,26.19,88,9,5.93
168,Freeport,US,2023-01-31 02:46:35,40.6576,-73.5832,49.3,84,0,9.22
169,Gashua,NG,2023-01-31 02:46:36,12.871,11.0482,70.92,13,46,10.07
170,The Valley,AI,2023-01-31 02:42:13,18.217,-63.0578,76.1,78,0,22.08
171,Matara,LK,2023-01-31 02:46:39,5.9485,80.5353,76.93,82,90,6.22
172,Port Elizabeth,ZA,2023-01-31 02:46:39,-33.918,25.5701,68.29,97,100,13.8
173,Eureka,US,2023-01-31 02:46:39,40.8021,-124.1637,47.01,78,0,1.01
174,Choya,RU,2023-01-31 02:46:39,52.0108,86.5467,3.88,92,14,3.85
175,Cairns,AU,2023-01-31 02:46:03,-16.9167,145.7667,91.06,72,99,6.91
176,Kintampo,GH,2023-01-31 02:46:40,8.0563,-1.7306,78.28,14,93,3.71
177,Touros,BR,2023-01-31 02:46:40,-5.1989,-35.4608,79.9,76,100,15.08
178,Fort Saint James,CA,2023-01-31 02:46:42,54.4333,-124.25,11.05,97,100,1.07
179,Beroroha,MG,2023-01-31 02:46:43,-21.6667,45.1667,73.74,89,91,2.84
180,Saint-Pierre,RE,2023-01-31 02:46:43,-21.3393,55.4781,78.48,89,20,3.44
181,Bonavista,CA,2023-01-31 02:46:44,48.6499,-53.1147,31.62,90,100,7.81
182,Kahului,US,2023-01-31 02:46:44,20.8947,-156.47,72.84,88,75,4.61
183,Hisar,IN,2023-01-31 02:46:44,29.1667,75.7167,55.62,87,1,6.78
184,Kenora,CA,2023-01-31 02:41:46,49.8167,-94.4337,-12.03,70,20,15.01
185,Pacific Grove,US,2023-01-31 02:46:44,36.6177,-121.9166,52.66,65,0,3.44
186,Tuatapere,NZ,2023-01-31 02:46:45,-46.1333,167.6833,70.09,70,87,6.51
187,Saint Stephen,GB,2023-01-31 02:46:45,50.3333,-4.9,46.67,87,75,9.22
188,Sinnamary,GF,2023-01-31 02:46:45,5.3833,-52.95,74.32,90,47,3.85
189,Asau,RO,2023-01-31 02:46:46,46.4333,26.4,25.72,91,100,5.08
190,Nador,MA,2023-01-31 02:46:46,35.174,-2.9287,53.85,76,75,4.61
191,Lavrentiya,RU,2023-01-31 02:46:46,65.5833,-171.0,26.51,98,100,5.64
192,Port Macquarie,AU,2023-01-31 02:46:46,-31.4333,152.9167,77.9,72,58,10.6
193,Talnakh,RU,2023-01-31 02:46:47,69.4865,88.3972,4.21,97,100,11.34
194,Nemuro,JP,2023-01-31 02:46:47,43.3236,145.575,25.2,53,100,14.52
195,Gwadar,PK,2023-01-31 02:46:47,25.1216,62.3254,65.59,53,0,2.84
196,Tymovskoye,RU,2023-01-31 02:46:48,50.8456,142.655,5.88,75,10,2.19
197,Mount Isa,AU,2023-01-31 02:46:48,-20.7333,139.5,82.17,83,100,6.91
198,Waddan,LY,2023-01-31 02:46:48,29.1614,16.139,43.57,79,0,6.93
199,Lumberton,US,2023-01-31 02:42:49,34.6182,-79.0086,57.06,100,40,3.44
200,Opuwo,NA,2023-01-31 02:46:49,-18.0607,13.84,68.72,52,100,2.71
201,Presidente Olegario,BR,2023-01-31 02:46:49,-18.4178,-46.4181,65.39,92,100,2.28
202,Buta,CD,2023-01-31 02:46:49,2.7858,24.73,66.04,70,2,0.65
203,Portland,US,2023-01-31 02:45:03,45.5234,-122.6762,36.19,47,20,5.99
204,Soyo,AO,2023-01-31 02:46:50,-6.1349,12.3689,78.6,83,100,6.49
205,Westport,US,2023-01-31 02:46:50,41.1415,-73.3579,45.55,83,20,3.44
206,Hervey Bay,AU,2023-01-31 02:46:50,-25.2986,152.8535,80.08,73,55,19.13
207,Kilindoni,TZ,2023-01-31 02:46:50,-7.9139,39.6668,80.28,81,24,9.33
208,Vao,NC,2023-01-31 02:46:51,-22.6667,167.4833,76.3,69,0,5.99
209,Denia,ES,2023-01-31 02:46:52,38.8408,0.1057,51.85,57,0,1.99
210,Vila Franca Do Campo,PT,2023-01-31 02:46:52,37.7167,-25.4333,55.81,82,99,9.04
211,Norman Wells,CA,2023-01-31 02:46:54,65.282,-126.8329,-9.36,84,20,11.5
212,Ketchikan,US,2023-01-31 02:46:54,55.3422,-131.6461,35.58,93,100,6.91
213,Hasaki,JP,2023-01-31 02:46:55,35.7333,140.8333,46.29,43,100,10.04
214,Kampot,KH,2023-01-31 02:46:55,10.6167,104.1833,82.45,47,66,11.16
215,Pangnirtung,CA,2023-01-31 02:46:55,66.1451,-65.7125,-29.2,68,40,0.0
216,Malard,IR,2023-01-31 02:46:56,35.6659,50.9767,39.38,100,100,13.8
217,Nanton,CA,2023-01-31 02:46:56,50.3501,-113.7687,15.85,79,49,6.29
218,Zapolyarnyy,RU,2023-01-31 02:46:56,69.4154,30.8136,11.48,98,99,3.65
219,Thompson,CA,2023-01-31 02:45:10,55.7435,-97.8558,-16.44,76,20,6.91
220,Lorengau,PG,2023-01-31 02:46:56,-2.0226,147.2712,83.08,75,56,5.84
221,Kodino,RU,2023-01-31 02:46:57,63.7198,39.6447,31.64,91,100,10.6
222,Sitka,US,2023-01-31 02:42:57,57.0531,-135.33,37.29,93,100,3.44
223,Wilmington Island,US,2023-01-31 02:46:57,32.0036,-80.9737,62.69,96,100,4.61
224,Derbent,RU,2023-01-31 02:46:59,42.0678,48.2899,38.5,88,77,7.96
225,Mezhdurechensk,RU,2023-01-31 02:43:22,53.6942,88.0603,4.15,97,99,2.95
226,Point Fortin,TT,2023-01-31 02:45:25,10.1833,-61.6833,74.86,79,0,8.46
227,Laela,TZ,2023-01-31 02:46:59,-8.5667,32.05,57.54,92,15,3.27
228,Cravo Norte,CO,2023-01-31 02:46:59,6.3017,-70.2041,78.85,47,72,5.75
229,Rongcheng,CN,2023-01-31 02:47:00,30.634,117.8517,58.24,32,1,3.65
230,Skjervoy,NO,2023-01-31 02:47:00,70.0311,20.9714,35.17,72,100,11.95
231,Ilulissat,GL,2023-01-31 02:47:00,69.2167,-51.1,15.82,53,75,10.36
232,Belyy Yar,RU,2023-01-31 02:47:00,53.6039,91.3903,10.29,85,100,0.0
233,Broken Hill,AU,2023-01-31 02:47:01,-31.95,141.4333,80.96,28,0,12.59
234,Rio Gallegos,AR,2023-01-31 02:47:01,-51.6226,-69.2181,50.05,53,0,11.5
235,Timmins,CA,2023-01-31 02:47:01,48.4669,-81.3331,-16.78,76,0,0.0
236,Trebisacce,IT,2023-01-31 02:47:02,39.8708,16.5312,37.35,79,7,6.08
237,Ribeira Grande,PT,2023-01-31 02:47:03,38.5167,-28.7,56.77,78,46,8.01
238,Tomatlan,MX,2023-01-31 02:47:04,19.9333,-105.25,67.51,90,7,1.83
239,Touho,NC,2023-01-31 02:47:04,-20.7833,165.2333,78.69,77,27,9.4
240,Calama,CL,2023-01-31 02:47:05,-22.4667,-68.9333,59.49,67,40,16.11
241,Cayenne,GF,2023-01-31 02:45:05,4.9333,-52.3333,73.44,100,75,0.0
242,Coihaique,CL,2023-01-31 02:43:04,-45.5752,-72.0662,52.41,54,0,3.44
243,Port Lincoln,AU,2023-01-31 02:47:06,-34.7333,135.8667,68.72,57,3,8.66
244,Pafos,CY,2023-01-31 02:42:25,34.7667,32.4167,56.98,58,100,21.85
245,La Ronge,CA,2023-01-31 02:47:08,55.1001,-105.2842,-7.38,77,0,6.91
246,Kassala,SD,2023-01-31 02:47:09,15.451,36.4,72.37,61,43,6.96
247,Pokhara,NP,2023-01-31 02:47:09,28.2333,83.9833,70.54,12,27,1.66
248,Cap Malheureux,MU,2023-01-31 02:47:10,-19.9842,57.6142,78.48,77,48,7.7
249,Tambun,ID,2023-01-31 02:45:54,-6.2641,107.0712,90.03,74,40,8.05
250,Shizuishan,CN,2023-01-31 02:47:11,39.2333,106.7694,33.13,18,7,9.98
251,Saint-Joseph,RE,2023-01-31 02:47:12,-21.3667,55.6167,77.38,84,33,5.75
252,Mao,ES,2023-01-31 02:47:13,39.8885,4.2658,45.16,81,0,8.05
253,Tura,IN,2023-01-31 02:47:13,25.5198,90.2201,72.77,42,91,1.52
254,Leningradskiy,RU,2023-01-31 02:47:15,69.3833,178.4167,12.72,95,100,11.72
255,Abu Samrah,SY,2023-01-31 02:47:15,35.3029,37.1841,43.41,91,100,11.21
256,Wasilla,US,2023-01-31 02:47:16,61.5814,-149.4394,32.49,96,100,3.44
257,Espinosa,BR,2023-01-31 02:47:17,-14.9261,-42.8192,67.5,87,91,4.76
258,Siocon,PH,2023-01-31 02:47:18,7.7061,122.1353,84.33,72,73,3.33
259,Chicama,PE,2023-01-31 02:47:18,-7.8447,-79.1469,66.74,70,69,4.0
260,Surt,LY,2023-01-31 02:47:18,31.2089,16.5887,55.56,70,54,13.82
261,Cabanas,CU,2023-01-31 02:47:19,22.9758,-82.9219,73.47,83,6,10.8
262,Atasu,KZ,2023-01-31 02:47:20,48.6814,71.6433,10.83,84,100,2.3
263,Penzance,GB,2023-01-31 02:47:20,50.1186,-5.5371,47.08,88,93,15.12
264,Oriximina,BR,2023-01-31 02:47:21,-1.7656,-55.8661,74.08,94,100,1.52
265,Trinidad,BO,2023-01-31 02:47:21,-14.8333,-64.9,72.45,94,67,4.81
266,Kaili,ID,2023-01-31 02:47:21,-3.4626,120.2147,72.07,89,100,1.28
267,Chokurdakh,RU,2023-01-31 02:47:22,70.6333,147.9167,8.6,95,100,8.97
268,Bubaque,GW,2023-01-31 02:47:22,11.2833,-15.8333,76.82,50,52,15.52
269,Natal,BR,2023-01-31 02:44:25,-5.795,-35.2094,79.45,78,40,14.97
270,Owando,CG,2023-01-31 02:47:23,-0.4819,15.8999,67.78,95,54,3.31
271,Hambantota,LK,2023-01-31 02:44:05,6.1241,81.1185,75.54,100,75,2.3
272,Kudahuvadhoo,MV,2023-01-31 02:47:24,2.6708,72.8944,80.2,73,92,8.25
273,Saint-Augustin,CA,2023-01-31 02:47:25,51.226,-58.6502,6.96,92,100,2.98
274,Tacoronte,ES,2023-01-31 02:47:26,28.4769,-16.4102,57.52,81,100,4.61
275,Erenhot,CN,2023-01-31 02:47:27,43.6475,111.9767,17.6,52,0,21.32
276,Newport,GB,2023-01-31 02:47:28,51.5877,-2.9984,46.62,92,99,15.01
277,Hithadhoo,MV,2023-01-31 02:47:29,-0.6,73.0833,81.03,76,62,11.65
278,La Asuncion,VE,2023-01-31 02:47:30,11.0333,-63.8628,73.2,83,0,8.77
279,Dinghai,CN,2023-01-31 02:47:30,26.2847,119.7936,54.52,65,0,10.38
280,Clyde River,CA,2023-01-31 02:47:31,70.4692,-68.5914,-16.37,76,100,4.61
281,Grindavik,IS,2023-01-31 02:47:33,63.8424,-22.4338,35.55,93,100,36.82
282,Revelstoke,CA,2023-01-31 02:45:07,50.9832,-118.2023,14.02,92,100,2.3
283,Alyangula,AU,2023-01-31 02:47:34,-13.8483,136.4192,83.98,75,100,6.67
284,Marakkanam,IN,2023-01-31 02:47:34,12.2,79.95,77.27,81,72,14.65
285,Bundaberg,AU,2023-01-31 02:47:34,-24.85,152.35,86.22,76,82,3.0
286,Khani,GE,2023-01-31 02:47:35,41.9563,42.9566,27.97,68,19,5.41
287,Muli,MV,2023-01-31 02:47:35,2.9167,73.5667,80.06,75,75,8.43
288,Fortuna,US,2023-01-31 02:46:31,40.5982,-124.1573,46.74,67,0,0.0
289,Geraldton,AU,2023-01-31 02:44:16,-28.7667,114.6,86.41,51,0,4.61
290,Belmonte,BR,2023-01-31 02:47:35,-15.8631,-38.8828,75.67,80,3,4.45
291,Remanso,BR,2023-01-31 02:47:35,-9.6179,-42.0831,78.64,52,76,4.09
292,Klyuchi,RU,2023-01-31 02:47:36,52.2667,79.1667,-6.52,94,66,5.14
293,Iqaluit,CA,2023-01-31 02:44:02,63.7506,-68.5145,-29.47,68,0,2.3
294,Ko Samui,TH,2023-01-31 02:47:36,9.5357,99.9357,84.11,70,20,6.91
